ma_san_pham,so_sao,ma_khach_hang
422203145,1,2053
422207413,5,1981
422207865,4,51
422211195,5,1410
422216098,5,1972
422207793,5,2924
422204657,1,288
318900019,2,3702
308500004,5,2405
422206248,4,975
422210400,5,851
225200013,5,969
100190059,5,1493
204100019,5,691
422217292,5,1171
422203300,5,220
308500015,5,2328
422208807,5,203
204100019,5,2538
100230056,5,795
200400004,5,740
205100136,5,312
318900012,3,1568
204900159,5,1487
422211446,4,219
365000020,2,3166
422205160,5,2394
249500011,5,1809
422216594,5,793
422205160,5,2396
223600058,5,1162
422214146,5,1558
422206648,5,354
200400003,5,732
211300007,4,220
204100019,5,2368
248100018,5,2107
422200305,5,577
422208910,4,1154
422205162,5,2449
308500037,4,808
422211549,4,1512
308500004,5,2337
412800002,5,1175
365000017,5,3342
422204910,5,1075
308100018,1,2363
422220606,5,1064
223600035,5,3122
422211446,5,333
422209706,5,2927
249500013,5,984
422208973,5,404
422202569,5,2090
204100003,5,776
248100018,5,1279
249500013,5,301
205100136,5,183
422204884,5,1098
422209663,5,1391
100230059,5,670
422211878,5,1332
249500013,5,1180
204900128,5,1488
422213308,4,3960
100230059,5,776
205100146,5,332
308500018,5,710
365000016,5,106
422211878,5,1320
422207413,5,2039
200400003,5,75
422208807,5,316
204100018,5,99
422204259,5,210
422207791,5,2925
308500013,5,2402
318900012,4,46
223600035,5,336
100150058,5,1972
204900004,5,1457
422208807,2,360
422211447,5,227
422205163,5,672
422205163,5,2346
422209047,5,2185
205100146,5,358
422218629,5,1146
422205164,5,2438
422206149,5,3815
100150059,2,975
204100054,5,1193
205100136,5,137
204100054,5,1614
422203506,5,3155
204900056,5,1447
422205164,5,2435
204900024,5,1269
422209322,3,1143
422206421,3,4042
100230064,5,803
100220035,5,1587
422209663,5,1377
200400004,5,653
100230056,5,801
201600144,3,3699
308500037,5,1026
422208973,5,422
222600014,5,1266
211300007,5,995
223600058,4,2258
200400004,5,686
422206648,5,70
204900005,5,1055
422207844,5,1362
422204910,5,1066
422203145,1,188
249500028,5,2216
100100001,5,1216
422221873,5,827
207300009,5,3664
200400003,5,673
308500037,5,2321
422206042,5,3671
422207562,5,1113
308500015,5,688
249500013,2,1242
422207413,3,2047
422208910,5,1148
422209636,5,1397
308500018,5,2411
245500010,5,1430
308500015,5,2427
422216594,4,658
422207414,5,1877
422206537,5,711
422210784,5,223
422208910,4,51
200400003,5,810
422204259,5,143
205100137,5,318
422207023,5,4018
205100146,5,234
100190059,5,1485
100230057,5,395
204900025,5,1833
365000016,4,545
422211446,5,147
422209634,5,1589
223600034,4,270
308500037,3,1986
422205162,5,2094
422204027,4,853
422216594,5,761
422209707,5,2925
422208807,5,16
253900004,4,1343
249500007,5,1227
422205163,5,2439
422211389,5,969
100100001,5,1551
422204906,5,1070
422214321,4,846
205100136,5,363
371600006,5,547
422205163,5,2427
422207826,4,1378
211300005,5,788
422205163,5,2422
201600141,5,3695
308500037,5,117
422205163,5,2395
422207148,5,2924
200400004,5,664
422205162,5,2308
318900019,5,358
204100003,5,2539
100230059,5,810
308500013,5,690
204100019,5,2380
422206102,5,2938
205100146,5,267
422203145,5,2007
422206043,4,1882
422211878,5,395
100190059,5,75
308500018,5,1036
253900003,4,56
100240016,5,782
422207792,5,1157
100230059,5,668
422218746,5,3600
422200306,1,1379
422207826,5,1388
100230056,5,743
422211548,4,1512
422204259,5,287
308500018,5,2441
422203776,5,1549
249500007,5,1174
422203809,5,1871
422216594,5,788
205100136,5,243
422211878,5,1339
422210784,5,1461
100230056,5,697
249500021,3,2064
422204259,5,248
422210400,5,839
308500004,5,1085
249500021,4,1311
100240016,5,1727
422206537,3,2385
100230056,5,646
205100136,5,315
308500013,5,2434
205100146,5,255
422219400,5,4231
308500013,5,2333
422203809,5,2336
422205163,5,686
422203609,5,220
253900006,5,584
205100136,5,139
422209635,5,1397
100240016,5,561
422205163,5,2350
204900128,3,379
249500019,1,188
422204259,5,223
422204902,3,3401
422209705,5,1949
100150059,5,2292
422205162,5,2422
422215804,5,1173
205100136,5,217
100150058,5,2303
308500015,5,1036
422207413,5,787
365000020,5,4041
204000071,5,4286
204900010,5,529
204900025,5,1832
422204231,2,2652
422211447,3,89
422212097,5,3332
422204259,5,322
422210400,5,832
245500001,4,2258
245500002,4,69
422209443,5,632
422204795,5,914
422211446,5,308
422205164,5,1031
422210784,3,493
249500027,5,2006
205100136,5,335
422204259,5,249
365000015,5,3342
205100137,5,163
327500002,5,1615
422210980,5,1488
223600034,5,3332
422202045,5,2085
100230056,5,776
422205053,5,182
248700034,5,4063
422209420,4,2998
422205162,4,561
327500002,5,1628
100230064,5,782
223600035,5,3129
422205163,5,2335
200400003,5,695
422208807,5,142
308500004,5,1023
201600166,5,1635
422206648,4,155
422214146,3,1561
422202253,5,48
249500019,5,2035
422212097,4,107
422206648,4,132
243300007,5,2695
365000016,5,4035
422202253,5,348
100190059,5,1441
100160021,5,3677
243300007,5,2685
100230064,5,637
422204910,5,1065
422204657,5,1094
422211446,5,275
422209719,5,1641
308500018,1,688
100190059,5,1449
422204259,5,318
422206537,5,2542
308500015,5,2310
100220010,5,3677
422202253,4,792
200400003,4,792
422200342,5,1983
223600034,5,3334
248700054,5,663
422216416,5,543
249500019,3,2081
422201090,5,2792
100190059,5,1470
422204795,5,966
249500027,5,2068
422206100,4,46
422205932,1,3084
249500021,5,1348
308500013,5,2441
204900128,5,1478
308500037,5,2085
422210980,5,1445
308500018,5,2428
422215804,2,2292
308500009,5,176
200400004,5,697
422216594,5,24
223600010,5,3328
204100054,5,2332
422202580,5,952
422207323,2,808
422204657,5,1116
422200236,5,703
422206537,5,2528
422209420,5,2473
422216603,5,1283
422211183,5,1060
422207413,3,244
308500018,4,2448
422216594,5,811
318900002,2,2510
205100136,5,346
371600006,5,2622
422214149,5,3213
204900013,5,480
422216594,5,736
422211447,5,216
422210047,5,3787
205100146,5,108
371600006,5,2624
205100137,4,365
422203145,5,787
422204657,5,1099
293500043,5,1417
422208977,5,419
308500013,5,2366
422218283,5,1432
100190059,5,1478
422205162,5,2372
204900009,5,1280
418800004,5,2773
308500037,5,2343
422212100,4,573
205100137,5,239
204100054,3,1606
422211548,5,600
200400004,5,763
422206042,5,2461
100220010,5,3666
422201822,5,2523
308500013,5,686
308500013,5,691
308500018,5,701
422207562,5,1095
422203145,5,2073
100220009,5,3666
422204259,5,268
211300002,4,820
308500015,4,2448
422207423,5,1150
100230057,5,722
205100146,4,198
422204904,5,1088
249500021,5,2212
224100022,5,756
422206648,5,264
422207414,5,2185
100190059,5,1494
422207826,5,860
422207148,5,2930
331300002,5,3976
422205164,4,1786
422208972,5,410
422203145,1,2036
100220010,5,3679
205100137,5,140
365000011,5,3232
422218283,5,1412
422205163,5,695
204000059,5,1972
308500009,5,2398
422204795,5,984
204100054,5,2538
308500015,5,681
422205164,5,140
200500283,4,2936
365000020,5,162
204900013,2,106
422211640,5,1238
422209636,4,3240
422212097,4,3331
100230064,5,809
100230059,5,689
207300009,5,1737
422219400,5,747
422206648,5,248
205100137,4,206
308500009,5,2388
100230056,5,788
422205163,5,2432
422202253,5,2339
422206537,5,2367
204100079,5,232
100150058,5,2299
422204884,5,1101
422208973,5,395
422208910,5,1141
201600198,4,608
422204906,5,1051
422205162,5,780
422204884,5,1110
308500015,5,2394
422205819,4,792
422207793,5,1949
100230056,5,779
205100146,5,333
422203671,5,3405
204900128,5,1435
249500028,4,2186
422209671,2,211
422203809,5,809
205100137,4,260
249500013,5,1196
308500004,5,2350
422210954,5,506
100230069,5,2586
100230064,5,707
206400019,4,1510
365000016,4,162
422211447,5,108
422211446,5,285
225200015,5,2684
422203145,5,2050
422218629,4,1154
249500014,2,290
204900004,5,1441
308500013,4,561
245500002,3,2264
308500018,5,2390
422212100,3,340
422210957,5,3281
422203145,5,1988
422205162,5,2394
422206648,5,318
205100137,5,309
204100054,5,2556
422206648,5,240
327500002,5,547
422206648,5,197
422210146,5,2275
308500015,5,2333
308500037,5,700
422204906,5,1066
422217292,5,1174
422211447,5,158
204900005,5,1287
243300007,5,2652
422206035,5,1504
422205346,5,3609
253900006,4,574
422211241,5,734
100230069,5,1434
205100137,5,274
422216603,4,1273
422212330,2,2995
308500015,5,2392
204100054,5,2330
223600026,5,795
422211501,5,2100
204100019,5,2488
205100146,5,213
422211447,5,309
208000001,2,2060
249500007,5,1207
205100136,4,294
204900024,5,1287
204100019,5,683
248700042,5,2754
217300001,4,152
100230064,5,724
100230056,5,170
308500009,5,1033
422205160,5,2404
308500037,5,2453
422203510,5,3149
100190183,5,3212
100750038,4,348
422204167,5,232
249500027,5,2020
422203145,3,1691
422205162,5,2390
422209322,4,1147
205100146,5,226
422206648,4,149
422206537,1,2898
213300058,5,1739
205100146,5,123
422205162,5,2345
422204904,5,334
253900010,4,1271
422220080,3,2216
422208975,5,147
100220035,5,1762
422200182,5,1970
422203809,3,220
422216594,5,723
422202253,5,2193
100230069,5,2594
422206648,5,174
422218100,3,2934
204900159,3,1460
422210980,5,1439
205100137,5,343
204100019,5,2359
422203146,5,2193
422211447,4,229
213300016,5,196
245500010,5,2263
205100146,5,169
422205163,5,2313
248700035,5,2719
422206101,5,1517
204100054,5,2369
200400004,5,788
422211240,5,449
422211276,4,2756
204100019,5,673
422207826,5,1389
200500095,5,2941
308500004,5,2316
207300009,5,117
204900005,5,1278
200400003,5,646
200500095,5,578
422219399,5,3841
318900019,5,1703
205100136,5,70
100230056,5,374
422203145,5,1978
100230057,5,783
422201504,5,1111
249500027,1,2044
249500027,4,2075
422205810,5,299
422206537,5,2381
318900011,5,56
223600036,3,220
204900128,5,1441
308500004,5,2318
422203302,5,2644
422209635,5,3273
204900128,5,107
204000059,1,2297
253900004,5,220
422204259,5,138
100220035,5,1714
308500013,5,2361
365000019,5,2795
422204027,5,831
422202253,5,2331
223600010,5,795
204900004,5,75
223600010,3,3340
100230070,5,3294
345800015,5,330
422215665,5,217
204100019,5,2355
204900128,5,1436
422205160,5,2308
243300007,1,2677
422202253,5,2412
100220009,5,3656
100230069,5,2590
422203776,3,2693
223600034,2,4033
422209443,5,795
204100018,5,2781
100230057,5,671
211300002,4,1621
308500037,5,703
256700017,5,1370
204100003,5,1279
100230056,5,395
308500013,5,2431
231100005,5,1097
422205162,5,2323
422203807,1,2665
422205163,5,2392
422211447,5,184
100220009,5,3658
249500027,3,2047
422219813,5,734
422207147,5,2924
308500004,5,704
422204259,1,1058
422216594,5,640
249500027,5,1979
422205163,5,2430
422203282,5,3258
422208345,3,4046
308500009,5,2325
422202253,4,1786
422206648,5,176
422211447,5,345
100230064,5,805
422205164,5,702
249500019,5,1992
308500037,5,48
345800008,5,4239
200400003,5,761
205100136,5,336
293500006,5,1404
422204028,5,843
100230056,4,762
100220009,5,3664
308500013,5,2382
422216594,5,772
422212333,5,1234
204900056,5,223
100230057,5,642
422207413,5,1990
422214146,5,1552
422217971,5,2932
422215804,5,1172
422206101,5,760
422207413,5,1995
422208807,4,121
204100054,1,2268
422216990,3,835
422206648,5,166
308500015,5,2403
205100137,5,245
225200013,5,2169
223600009,4,2187
100220037,5,1736
422210400,5,838
422203145,1,2083
205100137,5,320
204100019,5,2503
422203809,4,325
422204259,4,294
422217292,5,1226
100160021,5,3931
422206042,5,3679
422216416,3,155
308500009,5,1085
243300007,4,2676
205100146,5,239
422206648,5,178
293500006,5,1412
422203809,5,2694
422218283,5,1429
204100054,5,685
422205164,5,399
422212892,5,969
204900004,2,1134
204100013,4,2739
205100137,5,280
422220606,5,1060
422204795,5,409
100230069,5,131
100230059,2,2414
422204777,5,4044
201600144,5,3696
100230059,5,677
308500013,2,3784
422208977,5,170
100230059,5,777
100230064,4,762
422211878,4,1343
422215804,5,1174
422206648,5,140
422207413,5,1994
100150058,5,1806
422209636,5,3274
100210023,5,1043
422203182,5,1317
422210784,5,812
100210014,5,1232
422207791,5,1641
205100146,5,147
422210784,5,1486
365000014,5,266
422215804,4,224
205100137,5,233
204100018,5,2552
204000059,5,1879
422210784,5,1499
422200236,5,1025
422203979,5,2128
308500009,4,2444
308500013,5,2464
422203145,5,2037
200400004,5,814
422206043,5,1727
422204904,4,1058
422206043,5,3654
422205163,5,1025
422202253,4,792
422203301,5,2636
422212100,3,620
422214321,4,840
422211195,3,1408
249500021,5,2189
422206648,5,200
249500027,4,1975
422203510,5,3158
422209047,5,3809
204100018,3,2488
308500009,5,2456
422206537,5,840
100230059,5,700
223600009,3,3340
422207810,5,1291
422211276,5,2752
422203449,4,1305
422203301,5,1469
422204904,3,1057
422205162,5,2353
422211447,5,349
365000011,4,545
422209636,5,2938
422202253,5,2094
293500006,5,1429
422206537,5,1103
422208977,5,410
100230064,4,820
204100024,5,3395
245500009,5,2259
308500013,5,2461
365000018,5,3342
308500004,5,2388
422204777,4,186
249500014,5,1960
422205808,3,2256
308500013,5,2345
211300007,4,1524
205100146,5,165
422210954,5,3279
207300009,5,3656
422211446,4,107
422202253,5,2461
365000019,5,2793
249500013,5,1218
422203976,5,529
248700057,5,2057
422220080,5,3208
422203302,5,2648
245500002,5,2260
422205160,3,2417
422207413,5,1996
224100009,5,1611
248700076,2,1421
308500018,5,2460
422217970,5,2931
422209663,5,178
422205164,5,693
204900004,4,1481
422203506,5,3151
308500015,5,2411
100230069,5,2597
248700035,5,2736
422216594,5,780
100220035,5,1741
422204259,4,364
204100054,5,2535
422205163,5,2451
253900003,4,1301
243300007,5,808
422205164,5,712
422206537,5,2550
422208974,5,387
205100137,5,305
249500019,5,2023
422203146,5,805
204100054,5,2502
422207323,5,3311
248700027,5,4328
422211231,5,491
225200013,5,3610
418800002,5,2774
422208973,5,386
422201120,5,1131
422212100,5,584
308500009,5,2365
422211183,5,551
249500019,5,2011
327500002,5,877
201600198,5,3460
422204259,5,119
249500021,5,2203
422211878,5,1308
422204259,5,307
249500007,5,1187
223600026,5,3125
422204904,4,1082
422206648,5,228
293500006,5,1428
308500013,5,1895
207500001,5,833
308500015,5,2435
422204259,5,154
100230064,5,723
422207423,5,1146
205100146,3,344
357100004,5,185
422206648,5,255
422205164,5,2390
100230057,5,703
422206537,5,2383
200400003,5,794
222600049,5,3168
308500013,5,704
422211447,5,240
422210980,5,1474
205100136,5,150
249500027,5,2026
422207414,5,297
422207413,5,2080
422203807,3,2671
422212097,5,3317
204900159,4,1311
318900012,5,71
200400004,5,755
222600006,5,1963
249500021,5,2192
318900012,5,54
100220037,5,1732
422211447,5,340
308500037,5,1025
100230069,5,2599
422208345,5,3695
422205164,5,117
422203776,2,2668
422207414,5,2179
249500019,1,2045
422210784,5,1440
422202253,5,690
422205181,5,1788
422206648,5,218
422220469,5,178
308500009,5,680
422205160,5,2376
422204902,5,3777
422211447,5,246
422211446,5,150
422206537,5,1018
200400003,5,678
422206043,3,3660
308500015,5,2447
422209262,5,1941
249500013,5,1164
422210980,5,869
308500018,5,691
308500015,5,2315
422208976,4,417
100230059,5,712
422206537,5,2501
308500015,5,2352
422201504,5,1115
422206537,5,695
222600057,5,1514
422203282,5,3259
248700035,5,2722
422212333,5,1249
248700102,5,4063
243300007,5,2688
204900159,5,529
422205164,5,1030
422211640,5,1233
422211446,5,193
422208977,5,418
422200236,5,672
422208807,5,326
422203976,5,1078
100230057,5,785
204900013,5,69
422213992,1,3784
345800027,5,3096
422210400,1,848
331300023,5,3970
418800002,5,1764
422211447,4,247
308500037,5,2322
422216416,3,426
422205163,5,2405
225300001,5,3503
222600052,5,3549
308500013,5,2390
204000059,3,2287
422203776,1,2662
100230056,1,768
100220037,5,3659
345800009,5,3682
308500015,5,2356
249500007,5,1166
422205151,2,1424
308500009,5,710
422214321,1,848
422207812,5,2639
422206648,5,279
100190059,5,1461
422204259,5,347
249500027,5,1990
422207794,5,1641
100190059,5,1487
205100136,5,345
365000012,4,2336
256700002,5,3694
256700011,4,24
100230059,5,75
205100146,5,351
422216594,5,361
100230056,5,733
308500013,5,2357
248700035,5,2733
318900019,5,1663
422204259,5,275
422204904,5,1087
308500013,5,1010
200400003,5,682
422212331,5,1233
422212331,5,1244
200400004,3,1960
422211489,5,1632
422202253,4,2311
422200306,5,1380
422205164,5,2385
308500004,5,2354
422205162,5,2370
249500027,5,1184
422204259,4,111
308500015,5,2432
308500015,1,584
422205053,3,1074
248700003,5,3764
422210980,3,1453
422211447,4,182
308500015,5,2365
422205807,5,4204
100210023,5,256
422208328,5,1365
422211878,5,393
248100018,5,79
422207793,5,1641
422202253,5,2361
422215804,5,1185
318900005,5,516
204100019,5,2556
249500007,5,1189
422205160,5,2328
422208974,5,382
422204906,1,23
223600026,5,3137
100230059,5,702
422203807,4,789
308500018,5,176
225200013,3,1862
422208972,5,389
422218283,5,1424
422205164,5,348
422211446,5,153
422207149,5,2929
422205163,5,688
293500006,5,1425
200400003,5,46
100230064,5,645
422216594,5,783
422200306,4,1386
200500283,5,2944
211300002,5,135
345800009,1,1956
204900056,4,1
422205162,5,697
422206537,5,2357
100230056,5,647
205100137,4,257
422208972,5,397
308500018,5,257
365000013,4,162
318900002,5,788
308500018,5,2409
308500013,5,840
422207826,5,468
224100019,4,1224
204100054,5,698
422205345,5,577
308500004,5,1029
422200306,5,242
422203976,5,3359
422207865,5,1156
422211447,5,148
422210784,5,1490
422217292,5,1160
422205346,5,604
422204795,5,722
224100029,5,3378
422214672,5,3315
422203300,5,2645
256700002,5,3688
200400003,5,756
308500037,5,182
205100136,5,370
422203301,3,660
422208807,3,323
422206648,4,364
308500015,5,2454
422211447,5,200
422201700,5,1266
422206648,5,280
205100137,5,290
422204657,5,1115
422214146,5,90
201600141,5,1693
253900006,5,631
204100003,5,2544
204000059,5,2296
205100146,5,144
422205164,5,2423
422210957,5,2187
224100009,5,1862
422214044,5,2473
100220035,5,1731
223600026,5,319
204900004,3,1453
422211446,5,281
343100029,5,616
201600074,5,3357
422212100,5,228
223600034,4,3333
422216603,5,1289
422203301,5,186
204100078,5,2533
422205164,5,2440
211300002,2,3616
256700011,5,578
422211640,4,1239
422204259,5,255
100230056,5,718
318900005,5,1663
308500018,5,1023
422207023,5,4021
308500037,5,2353
318900012,5,21
253900003,4,1306
223600048,4,1465
204100054,5,1835
422204259,5,240
253900003,5,1331
100220035,5,1191
422204259,4,225
422222535,5,1230
422205164,5,2339
205100137,5,173
422208972,5,395
422211231,5,4197
422209322,5,1138
422205160,5,1219
422204910,5,1060
422206043,5,3673
422200236,5,681
422211446,5,298
422206537,5,2368
422210400,3,835
100230056,5,771
100220009,5,1158
100230064,5,682
422211446,3,323
205100136,5,136
100230057,5,755
422211878,3,270
422211878,5,1325
343700002,1,2760
422219308,4,1810
318900012,5,3
308500004,5,2437
422200305,5,1401
422206644,5,2121
100190059,3,1453
422218132,5,1809
200400003,5,693
253900003,4,792
100750038,5,3383
253900006,5,567
422211276,5,2734
422211446,5,368
223600035,2,2835
249500027,5,1976
204900025,5,1840
308500013,5,182
422210784,1,1464
308500009,5,693
200400004,5,772
422211640,5,1235
422211446,5,238
100230064,5,794
422207147,5,2927
204100054,5,707
248700053,5,4174
100230057,5,717
422218283,5,1416
204100054,4,2521
422205163,5,2329
422203146,5,1281
345800001,4,1765
100230059,5,718
422208972,1,3937
422221873,5,822
377400001,2,2850
422207413,4,1085
422215804,5,1223
308500009,5,2463
200400003,5,642
422206648,4,180
204900145,5,494
100230057,5,809
422205163,5,1036
205100146,4,241
225200015,5,3600
345800027,5,608
223600009,4,3338
318900005,1,4220
422205164,5,2386
318900005,5,1189
211300007,1,1501
200400004,5,729
422206648,5,239
399200001,5,3960
422208807,5,329
422208977,5,412
422202253,5,707
422218098,5,1157
422217292,4,1170
422209707,5,1949
213300007,5,3339
205100136,5,182
318900011,5,100
422200632,5,1431
422203776,5,2336
422210980,5,1468
206200037,5,4017
249500027,5,2079
422205163,5,2369
365000014,4,4033
207500007,5,1915
100230057,5,811
422217292,5,1198
204100054,5,2527
422205164,3,2417
377400001,3,1984
422206421,4,4049
422205164,5,2320
412800003,5,4027
308500018,5,2344
422205163,5,2454
100190059,5,1472
422203609,5,1043
253900006,5,600
422205162,4,2414
205100137,5,232
308500018,5,1024
422208807,4,325
365000012,5,2938
422205163,5,2379
100230064,5,651
422216594,5,646
422216594,5,269
308500004,5,780
365000011,4,4039
422205160,5,2348
386000014,5,3508
204900159,5,1490
422211878,5,1296
422206042,5,1738
318900019,5,70
100230064,5,814
253900006,4,633
200500293,4,2943
422207413,4,2057
249500007,5,101
422209795,5,3402
318900011,4,40
422202253,5,140
422216449,5,54
100230059,5,374
422214044,5,2993
249500019,5,2034
422208807,5,275
422205164,5,1034
422218358,5,826
204900159,5,1488
318900019,5,1682
308500013,1,10
422211447,5,34
249500007,5,1208
100230070,4,3291
200400003,5,713
422200342,4,319
422218283,5,1423
211300002,1,3653
422206648,4,187
422211489,4,2463
308500015,5,2372
205100137,5,70
422214134,5,4022
365000020,5,3232
422216594,5,769
422208156,5,2275
205100146,5,182
422205163,5,1024
422218283,5,1421
422205164,5,2336
201600182,5,3695
422203145,5,2024
422212100,5,624
422205160,5,2313
318900009,1,2027
249500013,5,1174
422211446,5,77
100180113,4,1271
422205811,5,138
253900003,1,1319
249500021,5,2205
422200306,5,1397
100230059,3,3933
200400004,5,746
422200236,5,1032
422211446,4,253
422209663,4,1051
100230059,4,797
422214321,5,833
422210784,2,1134
422202253,5,2307
422205160,4,2414
253900005,5,1328
248700027,5,3766
249500019,4,1085
422216594,4,639
204100054,5,2511
308500009,3,2417
422209795,4,3408
422204659,4,3403
365000011,5,2938
100210023,5,1885
204100003,4,2896
206400009,5,2237
422207826,4,1371
422207283,5,1131
422211446,4,199
249500021,5,2190
100230059,5,758
318900012,5,26
205100146,5,326
422212097,5,178
422217292,4,1169
422203146,4,1079
204900004,4,1492
422203809,4,2673
100230057,5,402
422205160,5,2451
422211446,4,257
205100137,5,186
422216594,5,395
249500013,5,1216
422205164,5,2418
422204904,5,1075
225200013,5,3598
293500043,5,1411
422206648,4,111
204100054,5,2390
422207413,5,1988
422200305,5,1380
308500015,5,653
422208975,5,408
100230069,5,282
100190059,5,543
422219813,5,1133
205100146,4,371
422203671,4,3403
422210980,5,529
422218358,5,822
100220037,5,3670
204900013,4,491
308500015,5,2380
100230057,5,798
422216594,5,656
422210980,2,1465
245500001,5,2261
345800007,5,4234
308500009,5,2430
207300009,5,1736
308500018,5,2415
422206648,5,282
422203807,5,2681
357100011,5,186
422211549,5,1521
100230059,5,780
204900128,5,1454
100230057,5,735
422211446,5,234
201600144,5,3695
422222786,5,2278
422203300,5,1287
318900012,5,34
100240016,3,1656
308500004,5,2221
249500021,5,1324
422206648,5,124
422205162,5,2318
204100054,5,697
422208977,5,409
204100019,5,684
422211447,5,191
422218283,5,1425
308500018,5,1219
204100054,5,1032
225200015,5,969
100230059,5,692
225200013,5,3611
422205164,5,2343
422200305,5,1368
100190059,5,1456
422207151,5,2926
308500004,5,2379
204100019,5,698
422206648,5,191
422205162,5,2289
204900159,5,1292
422205160,5,2408
249500027,5,2022
308500009,5,2443
422203671,5,3396
206400011,5,2242
422207736,5,3401
422209703,5,1949
422204659,5,3404
308500015,5,2308
204100019,5,2331
204100019,5,2539
318900019,5,1686
100230064,5,680
422202151,5,4017
253900007,5,2929
308500009,4,561
225200013,3,1631
422214672,5,3311
100230057,5,638
343700002,4,632
318900012,5,10
249500019,5,831
422205160,5,2393
100230064,5,810
422208972,5,407
249500028,5,281
422205160,5,2445
422204657,5,1108
100230056,5,788
422202362,5,3152
205100146,5,193
206400019,5,1519
308500009,5,2447
205100146,4,365
365000013,5,3232
422205163,5,2339
422206648,4,260
422211447,5,239
318900005,5,1076
308500013,5,2331
422210784,4,494
422207793,5,2930
422209671,5,1287
318900011,4,106
422211447,4,179
100220009,4,1469
249500007,5,1181
245500001,5,1324
422206648,4,361
422205163,5,2377
422205163,5,705
245500002,5,324
205100136,4,135
226200018,5,3642
318900012,5,100
422200236,5,1010
223600010,5,3218
205100137,2,1949
422218746,5,3608
308500018,5,2426
201600198,5,3940
100220035,5,1746
308500004,5,681
422202253,5,2325
422216594,2,1079
422211878,5,1204
100230056,5,145
422208807,5,230
422211447,5,299
422204910,5,1063
422204884,5,1074
422206648,5,256
422205346,5,3605
100230056,5,683
100210020,5,2547
100230057,5,361
422215804,4,1213
204900056,5,1433
100230064,1,1827
204100023,5,2540
422205162,5,2342
100230059,5,713
422202153,5,3118
318900002,5,2847
422211446,4,181
422211640,5,1245
422205160,5,840
422205164,5,2351
422202253,5,2447
422207417,5,3643
422208807,5,240
204900024,4,1270
100230059,4,792
422208976,5,419
100230070,5,52
253900004,5,550
422206043,5,341
206400019,5,1506
422201090,5,2893
200400003,5,361
253900003,5,1341
422203302,5,2526
100230059,5,741
204900159,5,1454
422211276,5,2749
308500009,5,2368
422202253,5,805
422216990,1,847
422222786,5,2283
422205160,5,257
308500018,4,2414
308500015,5,703
100230057,5,663
422216594,5,644
422202253,3,3675
331300023,3,689
422204657,5,1096
248700002,5,4060
422211447,5,271
422206537,5,1941
422208807,5,227
207500007,5,2600
245500009,5,1809
422202253,5,2348
205100136,2,2657
422208807,5,345
100210014,5,1735
308500009,5,840
249500013,5,1159
422206972,5,3208
204900004,5,1268
422203901,4,182
422205162,5,976
365000015,4,4039
422205160,5,701
318900019,5,1266
204100019,5,2383
345800013,1,2542
422205162,5,708
205100136,5,267
422214321,5,168
422209719,5,2925
422204259,5,279
204100079,5,2548
100240016,5,1787
422204028,5,834
248700042,5,2741
100230064,5,727
422208973,5,379
100230064,5,646
100150059,5,2293
100220009,5,3667
422205160,5,2413
422210980,5,1437
422203449,5,2792
100230057,4,657
422208807,3,2206
422216602,5,1832
343100029,5,3472
422204910,3,1081
100150065,5,1708
200400004,5,791
422208807,5,174
365000015,5,3232
422203617,3,2131
308500009,5,1029
358300002,5,2885
318900019,5,1677
422220469,5,1380
200400003,5,659
308500004,5,182
422207413,5,1991
422208972,5,386
205100146,5,231
422202253,5,2316
422216594,5,817
422211447,5,290
223600026,5,1632
422204259,5,208
422208345,3,4042
249500019,5,2058
100220037,5,341
422211489,5,3119
205100146,4,257
204100070,5,2548
422202153,4,4014
100230057,5,683
205100137,4,192
100230059,5,684
205100137,5,114
422211446,5,213
204100019,5,2394
422217292,5,1215
422211447,5,130
205100136,4,310
205100137,4,261
308500018,5,2443
308500015,5,2374
422221873,1,4160
386000015,5,171
205100136,5,109
204900004,4,1469
422211447,5,318
253900004,5,1320
422206042,5,341
200900037,5,1141
204900056,5,1485
422200306,5,761
422216416,5,513
422209634,5,760
422206648,5,186
422212100,5,567
422204910,5,1087
422206042,5,1736
422211446,5,293
422207413,5,2029
200400004,5,647
200400003,5,720
422202569,5,426
308500009,5,2351
100230056,4,792
100230059,5,808
204100019,5,2321
422202253,5,2380
422200306,5,1385
422206537,5,1024
422202253,5,2169
318900019,5,1131
365000017,4,162
422207414,4,2195
204100054,5,2372
422203300,5,350
204100018,5,2549
422204259,4,199
200900037,5,1148
422207414,5,1933
422217292,5,182
204100018,5,2533
100230056,5,814
422207423,5,23
422205162,5,2343
422212892,5,1105
204100070,5,2549
422207417,4,635
100230064,5,735
371600007,4,2299
422202216,5,4024
223600035,5,3117
422211195,5,1429
100220010,3,3674
422205163,5,976
422206972,5,3209
422211447,5,173
422211447,5,119
422204947,5,76
422206043,5,634
422203809,5,2686
422210980,4,1
422206537,5,2504
422210980,5,601
200400003,5,803
422203809,5,336
422217992,5,2932
422210980,5,1434
422211446,4,224
205100146,3,113
422204910,5,62
422207413,5,1987
308500018,5,2410
422211195,5,1416
422202253,5,2400
422218746,5,3135
256700011,5,341
200400004,5,708
422207283,5,761
249500019,5,2072
205100146,5,281
422206972,5,3205
100220009,5,3678
422210980,5,107
204100018,5,2830
245500001,4,2250
200400004,2,1177
